"Prime","TargetWord","index","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.NT.RT","PELP.NT.Z","PELP.NT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","NT.200ms.RT","NT.200ms.Z","NT.200ms.Acc","NT.1200ms.RT","NT.1200ms.Z","NT.1200ms.Acc","NT.200ms.RT.Priming","NT.200ms.Z.Priming","NT.200ms.Acc.Priming","NT.1200ms.RT.Priming","NT.1200ms.Z.Priming","NT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y","X.x","TCosine_Set","Traw_feat_set","Troot_feat_set","X.y","PCosine_Set","Praw_feat_set","Proot_feat_set"
"level","even","level.even",5,51.63,3.42,11.78,4,0,7531,1882.75,"NN|VB",567.3,-0.74,1,"synonym","",0.125,0,21,0.23,529.852941176471,0.189007474592069,0.941176470588235,598.2,0.710718216548957,1,-12.8529411764706,-0.262192231676953,0.00367647058823528,-45.621052631579,-0.563303209550291,0,4,875.92,4.65,13.1,3,0,6197,2065.67,"RB|JJ|NN|VB",594.27,-0.7,0.91,13,NA,NA,0,0,0,NA,NA,NA,NA,NA,"even","level",0.783371,"level","even",0.125,"0","1.1999999999999999E-3","2.9999999999999997E-4",21,213,"4.12","N","9","1171","2.75","AJ","level","even",0.125,0,0.0012,"4.12","2.75",213,1171,0,0.194638,1392,15,12,8,2282,42,17,13
"lever","pull","lever.pull",5,3.2,2.21,7.61,9,5,11959,2989.75,"NN|VB",669.27,-0.25,0.96,"functional property","",0.171,0,15,0.37,561.393939393939,-0.0456923481926441,0.96969696969697,474.684210526316,-0.216657709210304,1,-19.1307814992025,-0.0515259373173453,-0.0303030303030303,40.5750487329435,0.126563651214292,0.0370370370370371,4,146.45,3.87,10.25,13,1,3048,1016,"VB|NN",646.45,-0.52,1,33,"lever","pull",0.140127321898753,0,0,"NULL","11.725666","0.287224","0.171","0","pull","lever",0.664168,"lever","pull",0.171,"0","5.5999999999999999E-3","7.7000000000000002E-3",15,14,"5.68","N","10","51","3.4","V","lever","pull",0.171,0,0.0056,"5.68","3.4",14,51,11.725666,0.287224,3100,119,51,51,2283,75,11,5
"libel","lawsuit","libel.lawsuit",5,1.1,1.76,7.85,1,1,5734,1433.5,"NN|VB",773.7,0.15,0.83,"unclassifed","",0.122,0,5,0.43,641,0.797281068738682,1,585.25,0.50199419284236,1,-86.95,-0.73135616592212,0.05,-74.0735294117647,-0.297178940027687,0.0294117647058824,7,6.1,2.49,8.26,0,NA,5830,971.67,"NN",684.35,-0.31,1,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"lawsuit","libel",0.486524,"libel","lawsuit",0.122,"0","5.9999999999999995E-4","9.5999999999999992E-3",5,2,"2.56","N","11","1","NULL","N","libel","lawsuit",0.122,0,6e-04,"2.56","NULL",2,1,16.741165,0.402785,2242,3,10,5,2285,20,20,8
"liberal","conservative","liberal.conservative",7,3.98,2.31,9.89,1,0,16336,2722.67,"JJ",690.36,-0.39,1,"antonym","",0.153,NA,12,0.88,598.896551724138,0.411122111403639,1,639.923076923077,0.582136496964968,0.961538461538462,127.494752623688,0.924177862248984,0.0652173913043478,58.8269230769231,0.0584546106979147,-0.0384615384615384,12,3.76,2.29,9.74,0,NA,29544,2685.82,"JJ|NN",861.28,0.08,1,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,"conservative","liberal",0.426874,"liberal","conservative",0.153,"NULL","NULL","NULL",12,69,"NULL","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,1,12,5,2286,11,11,7
"liberty","freedom","liberty.freedom",7,16.65,2.93,9.75,0,NA,11867,1977.83,"NN",649.74,-0.36,1,"synonym","",0.352,0.099,8,0.7,558.952380952381,0.340434456029008,1,646.105263157895,0.46630351809239,1,29.6158008658009,-0.0352375081042413,0,-123.297570850202,-0.326989692517392,0,7,33.1,3.23,10.71,0,NA,12080,2013.33,"NN",678.38,-0.52,1,30,"freedom","liberty",0.441251175555911,0.186220085708834,0,"0.147955834","1.767562","0.644049","0.099","0.352","freedom","liberty",0.453377,"liberty","freedom",0.352,"9.9000000000000005E-2","9.7000000000000003E-3","3.8E-3",8,46,"3.43","N","24","128","1.98","N","liberty","freedom",0.352,0.099,0.0097,"3.43","1.98",46,128,1.767562,0.644049,1630,6,10,5,2287,2,7,5
"lick","tongue","lick.tongue",4,10.96,2.75,8.39,13,10,5982,1994,"VB|NN",529.17,-0.76,0.96,"functional property","",0.172,0.06,15,0.33,548.222222222222,0.0826610973296571,1,541.619047619048,-0.260773001062943,1,15.9444444444445,-0.187328713545311,0,-34.0252976190476,0.223573697327654,0,6,31.16,3.2,9.61,0,NA,10671,2134.2,"NN",596.82,-0.59,1,12,"lick","tongue",0.258845229716181,0.258845229716181,0,"0.363605262","0.590669","0.296704","0.172","0.06","tongue","lick",0.646555,"lick","tongue",0.172,"0.06","2.0999999999999999E-3","2.7000000000000001E-3",15,3,"NULL","V","13","35","6.12","N","lick","tongue",0.172,0.06,0.0021,"NULL","6.12",3,35,0.590669,0.296704,4034,34,38,38,2290,175,34,34
"lid","cover","lid.cover",3,4.92,2.4,7.97,12,10,3594,1797,"NN",580.5,-0.59,1,"synonym","",0.326,0.12,10,0.35,499.25,-0.544164581652401,1,529.847826086957,-0.0821413813947975,0.978260869565217,14.8071428571428,0.408271017240881,0,-27.7425629290618,-0.109241578394981,-0.0217391304347826,5,94.27,3.68,11.07,10,0,11077,2769.25,"VB|NN",578.72,-0.71,0.94,41,NA,NA,0,0,0,NA,NA,NA,NA,NA,"lid","cover",0.772245,"lid","cover",0.326,"0.12","4.1000000000000003E-3","9.7999999999999997E-3",10,19,"5.55","N","23","88","NULL","V","lid","cover",0.326,0.12,0.0041,"5.55","NULL",19,88,2.798635,0.272998,959,22,13,5,2291,83,39,13
"lightning","thunder","lightning.thunder",9,14.14,2.86,9.48,0,NA,16773,2096.63,"NN",601.22,-0.51,0.96,"script","",0.354,0.818,14,0.83,534.736842105263,-0.0056497798377584,1,595.7,0.205759563920272,1,0.670565302144269,-0.0971491976790304,0,-51.1400000000001,-0.156338991752464,0.04,7,13.31,2.83,8.94,0,NA,13994,2332.33,"NN|VB",684.18,-0.35,1,4,"lightning","thunder",0.324155885311431,0.216599802364979,0.132693463148348,"0.265795736","13.269287","0.821868","0.354","0.818","lightning","thunder",0.456655,"lightning","thunder",0.354,"0.81799999999999995","1.52E-2","6.4000000000000003E-3",14,14,"5.42","N","6","14","5.35","N","lightning","thunder",0.354,0.818,0.0152,"5.42","5.35",14,14,13.269287,0.821868,3999,16,13,6,2298,43,30,11
"like","love","like.love",4,3998.96,5.31,13.87,12,0,3736,1245.33,"minor|VB|NN|JJ",556.59,-0.67,0.96,"category","",0.335,0.044,16,0.37,555.121212121212,-0.131126252509165,1,498.357142857143,-0.20011533350407,1,-74.4896331738437,-0.115732563258086,0,55.4849624060151,0.176634914950598,0,4,1114.98,4.75,12.02,12,0,3911,1303.67,"NN|VB",492.81,-0.91,1,181,NA,NA,0,0,0,NA,NA,NA,NA,NA,"love","like",0.489884,"like","love",0.335,"4.3999999999999997E-2","7.7399999999999997E-2","6.13E-2",16,1290,"2.82","V","18","232","3.51","N","like","love",0.335,0.044,0.0774,"2.82","3.51",1290,232,1.620315,0.280857,2350,18,11,5,2299,8,15,5
"lime","lemon","lime.lemon",4,3.29,2.23,7.64,13,9,5375,1791.67,"NN|VB",556.76,-0.8,1,"category","",0.573,0.429,11,0.33,535.423076923077,-0.00391415836810531,1,553.0625,-0.0648124644444833,1,12.2435897435897,-0.0110624998265358,0,-27.1736111111111,0.00387345091023614,0,5,12.02,2.79,8.3,1,1,9997,2499.25,"NN|JJ",541.7,-0.8,1,10,"lemon","lime",0.638811850791999,0.591113349918212,0.757680874014252,"0.594730629","3.14912","0.279951","0.429","0.573","lemon","lime",0.510175,"lime","lemon",0.573,"0.42899999999999999","5.1999999999999998E-3","9.9000000000000008E-3",11,13,"6.69","N","11","18","5.98","N","lime","lemon",0.573,0.429,0.0052,"6.69","5.98",13,18,3.14912,0.279951,2269,88,36,28,2300,107,37,31
"linen","sheets","linen.sheets",5,2.92,2.18,7.26,3,3,15734,3933.5,"NN",585.4,-0.48,0.96,"script","",0.481,0.028,11,0.2,543.9,-0.526143536508192,1,514.147058823529,-0.220004382725726,1,-43.0428571428571,0.0823213465879951,0,-30.9955436720143,-0.280882555014601,0,6,12.47,2.8,9,1,0,6274,1254.8,"NN",584.09,-0.73,1,7,"linen","sheets",0.204916412055562,0.127773973488428,0,"NULL","NULL","NULL","0.481","0.028","sheets","linen",0.593288,"linen","sheets",0.481,"2.8000000000000001E-2","3.2000000000000002E-3","5.1999999999999998E-2",11,6,"5.75","N","12","30","5.46","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3478,87,24,9,2304,31,11,6
"lingerie","sexy","lingerie.sexy",8,2.82,2.16,7.17,0,NA,25062,3580.29,"NN",775.57,0.14,0.82,"bpa","",0.286,0.087,15,0.15,549.340909090909,0.341862380723483,1,484.7,-0.422473409240261,1,-24.245670995671,-0.589728765205284,0,36.0619047619048,0.389677025320831,0,4,29.98,3.18,8.74,0,NA,2651,883.67,"JJ",580.28,-0.79,0.97,19,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sexy","lingerie",0.530377,"lingerie","sexy",0.286,"8.6999999999999994E-2","2.2000000000000001E-3","5.4999999999999997E-3",15,2,"NULL","N","21","2","NULL","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3459,1,16,5,2305,56,18,7
"link","chain","link.chain",4,11.94,2.79,10.57,12,1,9929,3309.67,"NN|VB",547.93,-0.83,1,"bpa","",0.4,0.106,9,0.42,526.15,-0.407162649947773,0.95,459.115384615385,-0.338317245361243,1,-27.6,-0.0378961887213692,-0.05,-34.3296703296704,-0.255912988595571,0,5,21.22,3.03,10.06,1,0,10476,2619,"NN|VB",552.33,-0.69,1,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"chain","link",0.687405,"link","chain",0.4,"0.106","1.1000000000000001E-3","1.1000000000000001E-3",9,25,"4.8","N","14","50","5.85","N","link","chain",0.4,0.106,0.0011,"4.8","5.85",25,50,4.979856,0.393435,681,144,15,15,2306,3,9,5
"lint","dust","lint.dust",4,1.33,1.84,6.91,10,8,12661,4220.33,"NN",583.41,-0.74,0.92,"category","",0.204,0,16,0.21,501.266666666667,-0.341593904584051,1,474.05,-0.34864333182235,1,58.5555555555555,0.267780357896838,0,9.59285714285716,0.1431447602685,0,4,23.84,3.09,9.83,10,2,5392,1797.33,"NN|VB",589.06,-0.71,1,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"dust","lint",0.694599,"lint","dust",0.204,"0","1.6000000000000001E-3","1.9300000000000001E-2",16,4,"5.25","N","16","70","6.67","N","lint","dust",0.204,0,0.0016,"5.25","6.67",4,70,12.27506,0.243665,1288,17,15,5,2307,30,14,8
"lion","tiger","lion.tiger",4,15.35,2.89,8.95,4,0,9862,3287.33,"NN",571.89,-0.65,1,"category","",0.362,0.308,15,0.68,540.45,-0.00970630309949753,1,467.1,-0.505807986045819,1,10.0672413793103,0.101681824726633,0,76.9,0.379806888620888,0.0769230769230769,5,18.53,2.98,8.59,4,1,12968,3242,"NN",596.24,-0.68,0.97,21,"lion","tiger",0.558128993440689,0.520012651372866,0.339244629444818,"0.500888214","3.399638","0.579947","0.362","0.308","tiger","lion",0.458047,"lion","tiger",0.362,"0.308","4.7000000000000002E-3","1.5599999999999999E-2",15,17,"6.14","N","15","7","6.07","N","lion","tiger",0.362,0.308,0.0047,"6.14","6.07",17,7,3.399638,0.579947,4005,21,42,36,2308,178,69,48
"lips","kiss","lips.kiss",4,31.18,3.2,9.6,7,2,3580,1193.33,"NN",588.04,-0.66,1,"functional property","",0.432,0,13,0.55,526.724137931035,-0.159614437604701,1,501.512820512821,-0.288772853820053,1,-9.87798408488072,-0.0252030152110206,0,-22.6628205128205,-0.0290633246665385,0,4,121.16,3.79,9.46,5,2,4756,1585.33,"NN|VB",522.11,-0.8,1,23,NA,NA,0,0,0,NA,NA,NA,NA,NA,"kiss","lips",0.488939,"lips","kiss",0.432,"0","1.1599999999999999E-2","8.5000000000000006E-3",13,69,"6.5","N","13","17","5.78","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2189,16,10,5,2310,123,33,33
"list","groceries","list.groceries",4,80.59,3.61,12.67,12,0,9072,3024,"NN|VB",548.71,-0.85,1,"bpa","",0.147,0,14,0.25,543.818181818182,-0.178053289811395,0.96969696969697,568.111111111111,0.908374590844236,1,56.6818181818181,0.991172816690101,0.0696969696969697,36.5204678362574,-0.233193475005164,0,9,5.9,2.48,6.69,0,NA,19950,2493.75,"NN",735.76,-0.2,1,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"groceries","list",0.867428,"list","groceries",0.147,"0","0","1.2999999999999999E-3",14,133,"4.93","N","11","2","6.67","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1799,26,14,5,2312,10,11,5
"listen","hear","listen.hear",6,544.78,4.44,10.43,1,1,17283,3456.6,"VB|NN",576.52,-0.61,1,"unclassifed","",0.506,0.322,15,0.72,568.851851851852,-0.124234505509387,1,538.315789473684,-0.00656234789763877,1,-22.6210826210826,-0.124004027095418,0,17.3842105263159,0.481920990712755,0.05,4,555.35,4.45,11.41,17,2,6529,2176.33,"VB|NN",581.06,-0.66,0.91,14,"hear","listen",0.484149212809923,0.449208815300181,0,"0.40614206","0","0.669939","0.322","0.506","listen","hear",0.314472,"listen","hear",0.506,"0.32200000000000001","1.9599999999999999E-2","1.67E-2",15,51,"4.04","V","11","153","3.9","V","listen","hear",0.506,0.322,0.0196,"4.04","3.9",51,153,0,0.669939,1895,130,30,24,2313,99,33,28
"litter","cats","litter.cats",6,3.92,2.3,8.12,6,3,16154,3230.8,"NN|VB",585.71,-0.6,1,"script","",0.236,NA,13,0.27,502.3,-0.323505748772552,1,486.25,-0.604312317845199,1,-1.26428571428573,-0.0201982192489703,0,58.3796296296297,0.55090546762054,0,4,19.73,3,9.78,13,1,6990,2330,"NN",488.75,-0.88,0.97,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"cats","litter",0.670145,"litter","cats",0.236,"NULL","NULL","NULL",13,3,"4.71","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,75,12,5,2316,4,9,5
"liver","onion","liver.onion",5,14.29,2.86,10.13,10,2,11684,2921,"NN",554.19,-0.73,1,"fpa","",0.152,0,18,0,538.153846153846,0.0462700079485793,1,641.888888888889,-0.0109706794531344,0.962962962962963,90.3076923076923,0.647854925451256,0.0384615384615384,-83.6388888888889,0.300747768064493,0.0629629629629629,5,4.24,2.34,7.86,2,1,13238,3309.5,"NN",676.33,-0.5,1,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"onion","liver",0.755207,"liver","onion",0.152,"0","0","1.2999999999999999E-3",18,16,"6.11","N","15","15","6.16","N","liver","onion",0.152,0,0,"6.11","6.16",16,15,10.747026,0.010427,2724,109,38,38,2319,14,10,5
"lizard","reptile","lizard.reptile",6,4.84,2.39,8.65,1,1,7105,1421,"NN",631.22,-0.6,1,"supraordinate","",0.154,0.27,21,0.77,529.2,-0.0904726724587315,1,542.485714285714,0.169633800264706,0.971428571428571,26.425,0.0985869338993136,0.03125,46.3378151260505,0.339665897646163,-0.0285714285714286,7,1.41,1.86,7.11,0,NA,15204,2534,"NN",653.45,-0.37,0.94,6,"lizard","reptile",0.427983540121033,0.441809695323036,0.530478950286863,"NULL","1.46123","0.729498","0.154","0.27","reptile","lizard",0.490418,"lizard","reptile",0.154,"0.27","1.17E-2","7.7600000000000002E-2",21,1,"5.67","N","8","0","6.65","N","lizard","reptile",0.154,0.27,0.0117,"5.67","6.65",1,0,1.46123,0.729498,3227,70,17,9,2320,212,17,11
"load","heavy","load.heavy",4,29.22,3.17,10.61,9,2,2940,980,"NN|VB",562.18,-0.69,1,"bpa","",0.243,0.076,16,0.36,520.771428571429,-0.241653127682521,1,485.75,-0.460318243105669,0.964285714285714,-1.68447204968948,0.0363321427764408,0,9.02272727272725,0.164620494680906,-0.0357142857142857,5,47.29,3.38,10.4,2,0,3956,989,"JJ|NN|RB",566.58,-0.81,0.97,30,"heavy","load",0.117085746974896,0.119027223934075,0,"0.039557623","16.89446","0.336789","0.076","0.243","heavy","load",0.553073,"load","heavy",0.243,"7.5999999999999998E-2","9.5999999999999992E-3","2.5000000000000001E-3",16,45,"4.3499999999999996","N","16","110","4.09","AJ","load","heavy",0.243,0.076,0.0096,"4.35","4.09",45,110,16.89446,0.336789,1902,166,27,11,2321,18,8,5
"lobe","ear","lobe.ear",4,1.86,1.98,6.14,7,6,2686,895.33,"NN",540.76,-0.79,0.96,"bpa","",0.824,0.07,3,0.27,545.052631578947,-0.0446592712003032,1,502.595238095238,-0.295387718597802,0.976190476190476,-22.719298245614,0.121794253544098,0.0370370370370371,66.3110119047619,0.34972954029788,-0.0238095238095238,3,32,3.21,9.33,11,6,4780,2390,"NN",550.1,-0.83,0.88,22,"lobe","ear",0.145179361343986,0,0,"NULL","13.462755","0.269693","0.824","0.07","ear","lobe",0.610212,"lobe","ear",0.824,"7.0000000000000007E-2","6.4000000000000003E-3","2.5999999999999999E-3",3,3,"5.73","N","14","29","6.26","N","lobe","ear",0.824,0.07,0.0064,"5.73","6.26",3,29,13.462755,0.269693,1295,215,31,31,2323,13,11,5
"lobster","crab","lobster.crab",7,7.33,2.57,6.74,1,0,16174,2695.67,"NN",638.67,-0.53,1,"category","",0.141,0.128,23,0.5,549.542857142857,-0.00173525983320412,1,535.782608695652,-0.091518172692135,1,7.0761904761905,-0.140324455759468,0,-6.67149758454104,0.122298930770536,0.0370370370370371,4,6.9,2.55,6.89,7,5,4912,1637.33,"NN",619.31,-0.51,0.94,8,"crab","lobster",0.748871160912982,0.721740443242919,0.685076147877839,"0.721740443","2.219697","0.442105","0.128","0.141","lobster","crab",0.345762,"lobster","crab",0.141,"0.128","1.78E-2","1.9800000000000002E-2",23,1,"5.84","N","21","2","5.92","N","lobster","crab",0.141,0.128,0.0178,"5.84","5.92",1,2,2.219697,0.442105,967,264,19,19,2324,168,20,19
"lodge","cabin","lodge.cabin",5,6.69,2.53,8.18,2,1,3353,838.25,"NN|VB",630.64,-0.55,1,"category","",0.138,0,21,0.38,532.204081632653,-0.248346614198871,0.959183673469388,483.15,-0.0706046659277318,1,9.98196487897485,0.168144074254088,-0.0175605125771239,22.2048387096775,-0.119551497857679,0,5,19.65,3,8.05,0,NA,10320,2580,"NN",644.94,-0.52,1,11,"cabin","lodge",0.368936525222822,0.294011803867526,0.384165312102003,"NULL","NULL","NULL","NULL","NULL","cabin","lodge",0.684458,"lodge","cabin",0.138,"0","3.7000000000000002E-3","2.69E-2",21,19,"6.15","N","9","23","6.96","N","lodge","cabin",0.138,0,0.0037,"6.15","6.96",19,23,8.011472,0.273099,568,71,17,12,2330,53,13,8
"loft","bed","loft.bed",4,3.65,2.27,6.62,5,5,1829,609.67,"NN",564.41,-0.74,1,"unclassified","",0.27,0,15,0.44,513.787878787879,-0.22151191329582,1,493.607142857143,-0.280602083684003,1,-5.3434343434343,0.0238495242895038,0,33.739010989011,0.256856694895358,0,3,187.12,3.98,10.35,13,3,5343,2671.5,"NN|VB",557.06,-0.82,0.97,59,NA,NA,0,0,0,NA,NA,NA,NA,NA,"bed","loft",0.730214,"loft","bed",0.27,"0","1.2999999999999999E-3","1.0200000000000001E-2",15,2,"5.94","N","11","127","6.59","N","loft","bed",0.27,0,0.0013,"5.94","6.59",2,127,13.114582,0.394418,328,53,19,17,2331,50,12,8
"london","england","london.england",6,46.02,3.37,10.4,0,NA,13031,2606.2,"NN",565.36,-0.64,1,"fpa","",0.365,0.164,11,0.63,631.117647058824,0.531798044413533,1,473.0625,-0.461350451408623,1,-92.046218487395,-0.586792993424689,0,74.1727941176471,0.614151703274433,0,7,35.22,3.25,10.51,0,NA,15435,2572.5,"NN",663.32,-0.5,1,14,"england","london",0.127490061702467,0.107187471923129,0,"NULL","13.24591","0.594807","0.164","0.365","england","london",0.544974,"london","england",0.365,"0.16400000000000001","1.6000000000000001E-3","1.9E-3",11,89,"NULL","N","12","157","NULL","N","london","england",0.365,0.164,0.0016,"NULL","NULL",89,157,13.24591,0.594807,1360,29,21,10,2334,2,9,7
"lonely","alone","lonely.alone",6,41.67,3.33,8.49,1,1,11628,2325.6,"JJ|RB",569.19,-0.72,1,"synonym","",0.219,0.215,17,0.6,550.684210526316,0.0873206541251762,1,480.65,-0.492802171334824,1,-32.3157894736843,-0.451525781987158,0,-2.34696969696967,0.144067266359079,0,5,308.53,4.2,10.84,3,2,11414,2853.5,"RB|JJ",571.5,-0.73,0.94,42,"alone","lonely",0.300752665658205,0,0.432293900976549,"0.355979427","NULL","NULL","0.215","0.219","lonely","alone",0.407888,"lonely","alone",0.219,"0.215","1.9E-2","2.12E-2",17,25,"2.5299999999999998","AJ","19","195","3.81","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,5,7,5,2335,2,11,5
"loose","tight","loose.tight",5,41.78,3.33,10.16,4,0,5271,1317.75,"JJ|VB|NN",554.42,-0.75,0.96,"antonym","",0.565,0.436,7,0.58,571.487179487179,-0.116618876360507,0.974358974358974,507.85,-0.205939747182909,1,-49.7094017094016,-0.0910410308952069,-0.0256410256410257,129.328571428571,0.675249554044315,0,5,50.92,3.41,9.87,7,5,6406,1601.5,"JJ|RB",612.37,-0.63,1,33,NA,NA,0,0,0,NA,NA,NA,NA,NA,"loose","tight",0.54829,"loose","tight",0.565,"0.436","2.2000000000000001E-3","2.3999999999999998E-3",7,53,"3.24","AJ","13","28","4.21","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4006,4,15,5,2339,3,15,5
"loosen","tighten","loosen.tighten",6,5.53,2.45,7.19,1,0,9087,1817.4,"VB",591.36,-0.6,1,"antonym","",0.389,NA,15,0.76,544.555555555556,0.013316446884872,1,562.941176470588,-0.174637040480195,1,-13.6081871345029,0.0275621458484263,0,-18.2004357298475,0.183201915641674,0.0370370370370371,7,2.86,2.17,7.41,2,2,14617,2436.17,"VB",695.97,-0.32,1,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"tighten","loosen",0.39765,"loosen","tighten",0.389,"NULL","NULL","NULL",15,3,"NULL","V","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4007,7,12,5,2340,5,10,5
"loss","gain","loss.gain",4,29.12,3.17,10.31,13,4,3885,1295,"NN",606.63,-0.56,1,"antonym","",0.23,0.039,14,0.35,531.611111111111,-0.141532149034345,1,511.307692307692,-0.237529018682925,1,49.4620596205963,0.0214671998935026,0.0487804878048781,-5.68864468864473,0.19809575448331,0,4,13.73,2.85,10.08,9,2,8428,2809.33,"VB|NN",593.97,-0.57,0.97,18,NA,NA,0,0,0,NA,NA,NA,NA,NA,"gain","loss",0.550115,"loss","gain",0.23,"3.9E-2","3.8E-3","3.6400000000000002E-2",14,86,"3.34","N","10","74","3.21","V","loss","gain",0.23,0.039,0.0038,"3.34","3.21",86,74,3.382927,0.309347,1679,5,11,5,2344,146,26,26
"lost","found","lost.found",4,274,4.15,11.27,12,5,5879,1959.67,"VB|JJ|NN",554.33,-0.82,1,"antonym","",0.747,0.813,6,0.41,503.518518518519,-0.272101821854224,1,536.903846153846,-0.215474116962799,1,4.82630906768838,0.00831535762477797,0,-74.2115384615385,-0.281706918351727,0,5,396,4.31,12.21,7,0,5883,1470.75,"VB|NN",582.11,-0.67,1,9,"found","lost",0.201122408488482,0.0822260945780733,0,"0.025147733","17.618351","0.292477","0.813","0.747","found","lost",0.587744,"lost","found",0.747,"0.81299999999999994","5.8999999999999999E-3","0",6,173,"NULL","AJ","5","536","NULL","V","lost","found",0.747,0.813,0.0059,"NULL","NULL",173,536,17.618351,0.292477,1614,4,11,5,2345,6,10,5
"lots","little","lots.little",4,60.16,3.49,11.16,8,0,3380,1126.67,"NN",540.5,-0.8,1,"antonym","",0.138,0,16,0.47,553.642857142857,-0.0394714020735415,1,559.177777777778,0.266159636638435,1,16.2032967032967,0.173578909806059,0,-7.91461988304093,-0.0758418545421654,0.0526315789473685,6,1446.39,4.87,12.57,0,NA,9433,1886.6,"JJ|RB|NN",711.36,-0.45,0.97,46,"little","lots",0.0815811437594573,0.087019732972738,0,"0.092912787","NULL","NULL","NULL","NULL","little","lots",0.661064,"lots","little",0.138,"0","7.6E-3","0",16,42,"NULL","N","7","831","3.48","AJ","lots","little",0.138,0,0.0076,"NULL","3.48",42,831,7.340958,0.41433,2317,52,11,7,2347,75,17,11
"loving","caring","loving.caring",6,25,3.11,9.07,4,3,13591,2718.2,"JJ|NN|VB",577.41,-0.68,1,"synonym","",0.37,0.493,15,0.47,508.357142857143,-0.454581329411135,1,492.341463414634,-0.180485265545679,0.975609756097561,38.0714285714286,0.581245224468956,0,59.4442508710802,-0.0907982108269281,-0.024390243902439,6,7.04,2.56,8.5,5,0,18456,3691.2,"VB",645.53,-0.49,0.97,22,"caring","loving",0.604634051125202,0.397344558766552,0.302032658645918,"0.373554599","NULL","NULL","0.493","0.37","loving","caring",0.415847,"loving","caring",0.37,"0.49299999999999999","1.9E-3","5.7999999999999996E-3",15,15,"3.04","AJ","18","10","NULL","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,184,37,13,2353,15,13,5
"low","high","low.high",3,59.14,3.48,11.36,16,4,2155,1077.5,"JJ|NN|RB|VB",583.21,-0.63,1,"antonym","",0.777,0.655,6,0.79,501.634146341463,-0.375028955133383,1,487.222222222222,-0.352456407354772,1,9.40156794425087,0.0523225042463202,0,7.88888888888886,0.122290323234081,0,4,195,4,12.13,3,0,2379,793,"JJ|RB|NN",505.32,-0.98,0.97,111,NA,NA,0,0,0,NA,NA,NA,NA,NA,"low","high",0.337121,"low","high",0.777,"0.65500000000000003","0","0",6,174,"3.18","AJ","11","497","3.62","AJ","low","high",0.777,0.655,0,"3.18","3.62",174,497,1.531992,0.736309,1928,3,10,5,2354,55,8,6
"lower","higher","lower.higher",5,27.78,3.15,10.81,10,1,8801,2200.25,"JJ|RB",652.54,-0.49,1,"antonymn","",0.29,NA,11,0.77,513.344827586207,-0.323613961585046,1,485.102564102564,-0.325322204895183,1,60.6551724137931,0.363770709145655,0,41.5641025641025,0.32605310321914,0,6,27.84,3.15,11.02,1,0,10290,2058,"JJ",598.48,-0.73,0.97,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"higher","lower",0.365479,"lower","higher",0.29,"NULL","NULL","NULL",11,123,"3.39","V","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,12,8,5,2355,18,11,7
