"Prime","TargetWord","index","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.LDT.RT","PELP.LDT.Z","PELP.LDT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","LDT.200ms.RT","LDT.200ms.Z","LDT.200ms.Acc","LDT.1200ms.RT","LDT.1200ms.Z","LDT.1200ms.Acc","LDT.200ms.RT.Priming","LDT.200ms.Z.Priming","LDT.200ms.Acc.Priming","LDT.1200ms.RT.Priming","LDT.1200ms.Z.Priming","LDT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y","X.x","TCosine_Set","Traw_feat_set","Troot_feat_set","X.y","PCosine_Set","Praw_feat_set","Proot_feat_set"
"serious","student","serious.student",7,148.35,3.88,10.93,0,NA,16718,2786.33,"JJ|NN",603.18,-0.62,1,"fpa","",0.022,0,20,0.11,633.709677419355,-0.275562990674789,1,670.548387096774,-0.0456186550362132,1,45.0715725806451,0.147404542296681,-0.03125,56.3633776091082,-0.05065900023855,0,7,43.04,3.34,10.94,0,NA,14096,2349.33,"NN",568.3,-0.75,0.97,26,NA,NA,0,0,0,NA,NA,NA,NA,NA,"student","serious",0.766305,"serious","student",0.022,"0","0","0",20,116,"2.63","AJ","22","131","6.38","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3812,11,14,5,3451,2,9,5
"set","television","set.television",3,231.47,4.07,12.57,18,2,3385,1692.5,"VB|NN|JJ",582.82,-0.78,0.97,"bpa","",0.107,0.064,23,0.27,671.193548387097,-0.0412632453717764,0.935483870967742,765.161290322581,0.21472488702461,1,39.4838709677418,0.00424955901821106,0.0645161290322581,-131.755040322581,-0.284814874924892,0,10,33.9,3.24,10.02,0,NA,22363,2484.78,"NN",671.62,-0.45,1,70,NA,NA,0,0,0,NA,NA,NA,NA,NA,"television","set",0.817818,"set","television",0.107,"6.4000000000000001E-2","8.9999999999999998E-4","2.9999999999999997E-4",23,137,"3.05","V","19","50","6.4","N","set","television",0.107,0.064,9e-04,"3.05","6.4",137,50,1.738961,0.210529,3946,6,13,6,3454,63,9,6
"seven","eleven","seven.eleven",5,104.45,3.73,10.03,2,0,8228,2057,"minor|NN",663.76,-0.42,1,"fpa","",0.108,NA,12,0.67,646.1875,-0.25253722921499,1,612.15625,-0.338945777645022,1,-88.71875,0.141879147171133,-0.09375,105.995265151515,0.482766677056115,0,6,12.98,2.82,8.05,0,NA,11347,2269.4,"minor|NN",625.33,-0.63,0.97,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"eleven","seven",0.267329,"seven","eleven",0.108,"NULL","NULL","NULL",12,113,"NULL","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1332,13,9,5,3455,9,11,6
"several","thousand","several.thousand",7,38.78,3.3,12.05,0,NA,16748,2791.33,"JJ|RB",620.12,-0.5,1,"category","fpa",0.013,NA,12,0.37,603.71875,-0.246593063444626,1,734.125,0.0412720318336178,1,57.28125,0.254671432153173,0,-93.59375,-0.286580863092099,-0.03125,8,69.29,3.55,9.7,0,NA,11641,1663,"minor|NN",664.24,-0.38,0.97,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"thousand","several",0.576599,"several","thousand",0.013,"NULL","NULL","NULL",12,377,"NULL","AJ","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3987,10,13,6,3456,17,6,6
"sew","knit","sew.knit",3,5.49,2.45,7.18,15,11,2340,1170,"VB",606.16,-0.64,0.97,"category","",0.039,0.284,21,0.25,754.5625,0.579092673340119,0.9375,595.903225806452,-0.24637753145589,0.903225806451613,91.46875,0.253014976377002,-0.125,232.659274193548,0.526028314835655,0.0655241935483871,4,1.9,1.99,7.01,2,2,3800,1266.67,"VB",674.06,-0.44,0.94,5,"knit","sew",0.284143331156495,0.120451147117928,0.0831357241719031,"0.146336423","10.630495","0.216002","0.284","0.039","knit","sew",0.606925,"sew","knit",0.039,"0.28399999999999997","4.3E-3","1.89E-2",21,6,"4.33","V","15","10","4.5999999999999996","V","sew","knit",0.039,0.284,0.0043,"4.33","4.6",6,10,10.630495,0.216002,2201,53,25,11,3457,7,17,9
"shade","glasses","shade.glasses",5,5.96,2.48,8.71,8,3,6092,1523,"NN|VB",609.66,-0.68,1,"synonym","",0.021,0,11,0.19,731.03125,0.0664571432202706,0.84375,740.71875,0.407420425149815,0.9375,-73.21875,-0.105224963662279,0.15625,-7.96875,-0.128132300667379,0.0625,7,33.12,3.23,9.05,2,1,11998,1999.67,"NN",645.34,-0.45,1,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"glasses","shade",0.757567,"shade","glasses",0.021,"0","0","8.0999999999999996E-3",11,28,"4.72","N","16","29","6.02","N","shade","glasses",0.021,0,0,"4.72","6.02",28,29,16.675282,0.130726,1728,25,10,5,3461,26,22,6
"shave","beard","shave.beard",5,13.76,2.85,7.52,10,7,4724,1181,"NN|VB",612.73,-0.59,1,"unclassified","",0.123,0.09,12,0.42,624.15625,-0.169610137470295,1,661.9375,-0.0660776041495151,0.96875,64.1875,0.279696617121905,-0.09375,36.6754032258065,0.212768332363487,-0.0332661290322581,5,12.61,2.81,8.06,3,3,6266,1566.5,"NN",575.35,-0.6,0.91,7,"beard","shave",0.494865324766769,0.459945617091531,0,"0.45632509","20.035262","0.325918","0.09","0.123","beard","shave",0.439418,"shave","beard",0.123,"0.09","0","3.04E-2",12,6,"4.54","N","13","26","5.68","N","shave","beard",0.123,0.09,0,"4.54","5.68",6,26,20.035262,0.325918,319,53,15,5,3470,94,41,41
"she","her","she.her",3,3732.88,5.28,13.1,4,2,3044,1522,"minor",582.03,-0.74,0.97,"synonym","",0.123,0.149,5,0.98,634.46875,-0.112088978349345,0.9375,651.625,-0.0456951361320706,0.9375,18.09375,-0.0975914750313087,0.0625,48.90625,0.0582781668870638,-0.03125,3,2835.82,5.16,13.3,6,0,7911,3955.5,"minor",610.56,-0.66,1,3,"her","she",0.869916373780085,0.851678189625998,0.367529715764152,"0.79831633","NULL","NULL","0.149","0.123","she","her",0.132889,"she","her",0.123,"0.14899999999999999","0","1.32E-2",5,2859,"4.0199999999999996","P","8","3037","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,15,12,5,3472,8,13,5
"sheet","white","sheet.white",5,11.61,2.77,9.74,6,0,5268,1317,"NN",617.06,-0.69,1,"perceptual property","",0.034,0,8,0.06,581.21875,-0.504653955461997,1,760.935483870968,-0.234850548630019,0.967741935483871,68.28125,0.412865413120958,0,-160.709677419355,-0.132941398751717,0,5,171.45,3.94,11.92,3,1,7890,1972.5,"JJ|NN",553.97,-0.88,0.97,134,NA,NA,0,0,0,NA,NA,NA,NA,NA,"white","sheet",0.736568,"sheet","white",0.034,"0","7.3000000000000001E-3","1.0699999999999999E-2",8,45,"5.46","N","8","365","4.68","N","sheet","white",0.034,0,0.0073,"5.46","4.68",45,365,8.081526,0.023211,4344,14,10,5,3477,59,13,9
"sheets","satin","sheets.satin",6,12.47,2.8,9,1,0,6274,1254.8,"NN",584.09,-0.73,1,"bpa","",0.014,0.203,12,0.16,785.129032258065,0.405379851609715,0.870967741935484,750.65625,0.154915471575467,0.875,6.50733137829911,0.771360750974845,-0.173998044965787,118.472782258065,0.679303949958056,-0.0362903225806451,5,2.61,2.13,7.33,2,2,16589,4147.25,"NN",695.5,-0.27,0.9,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"satin","sheets",0.713988,"sheets","satin",0.014,"0.20300000000000001","0","0",12,30,"5.46","N","9","5","5.9","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3365,27,9,5,3478,87,24,9
"shelf","desk","shelf.desk",5,6.96,2.55,8.64,2,1,4879,1219.75,"NN",648.73,-0.47,0.97,"category","",0.026,0,19,0.32,696.677419354839,-0.104396846063502,0.967741935483871,626.6875,-0.105965550669331,0.96875,-24.3548387096773,0.0108497867433269,0.032258064516129,-4.78125,-0.0800576406856919,0,4,43.9,3.35,9.52,3,2,7316,2438.67,"NN",636.52,-0.66,0.97,19,"desk","shelf",0.361064605808199,0.367396605535896,0.317847025592248,"NULL","NULL","NULL","NULL","NULL","desk","shelf",0.640471,"shelf","desk",0.026,"0","4.1000000000000003E-3","1.0800000000000001E-2",19,12,"NULL","N","18","65","5.79","N","shelf","desk",0.026,0,0.0041,"NULL","5.79",12,65,12.828901,0.289035,1133,165,30,21,3479,73,15,9
"shell","clam","shell.clam",5,13.22,2.83,10.52,6,1,6395,1598.75,"NN|VB",605.91,-0.73,0.97,"bpa","",0.028,0.09,17,0.43,802.6875,0.671254998608396,0.8125,696.354838709677,0.200842587437774,0.967741935483871,-42.25,-0.125915407868319,-0.03125,69.2258064516129,0.312960516731191,-0.193548387096774,4,3.92,2.3,6.64,7,7,3543,1181,"NN|VB",635.13,-0.57,0.94,7,NA,NA,0,0,0,NA,NA,NA,NA,NA,"clam","shell",0.499052,"shell","clam",0.028,"0.09","5.0000000000000001E-3","1.15E-2",17,22,"5.93","N","19","3","5.53","N","shell","clam",0.028,0.09,0.005,"5.93","5.53",22,3,18.049564,0.464342,762,240,21,11,3480,44,8,8
"ship","sink","ship.sink",4,98.88,3.7,10.85,8,0,2907,969,"NN|VB",558.3,-0.78,1,"perceptual property","",0.031,0.02,9,0.2,712.225806451613,0.29384376173653,0.935483870967742,709.451612903226,-0.24793256797828,1,-54.8508064516129,-0.500485509765182,0.0645161290322581,3.48778103616814,0.153833903751677,-0.0303030303030303,4,16.92,2.94,9.06,15,4,8879,2959.67,"VB|NN",543.94,-0.81,0.97,24,"ship","sink",0.43111825960619,0.445806845246792,0,"0.251090561","11.211516","0.195801","0.031","0.02","sink","ship",0.660845,"ship","sink",0.031,"0.02","0","2.1399999999999999E-2",9,83,"6.25","N","18","23","5.8","V","ship","sink",0.031,0.02,0,"6.25","5.8",83,23,11.211516,0.195801,3532,93,35,35,3486,82,42,31
"shiver","shake","shiver.shake",6,1.53,1.9,6.54,2,0,11317,2263.4,"NN|VB",732.23,-0.3,0.94,"synonym","",0.142,0.071,8,0.32,686.5625,0.0412872521179208,0.96875,733.705882352941,-0.106839563080539,1,-77,-0.384496445260005,0,-93.9639468690702,-0.0641345766020523,-0.0645161290322581,5,39.63,3.31,8.57,11,4,3669,917.25,"VB|NN",556.12,-0.82,0.97,23,"shiver","shake",0.0321023593896709,0.0333830475030296,0,"NULL","0","0.270742","0.142","0.071","shake","shiver",0.62747,"shiver","shake",0.142,"7.0999999999999994E-2","9.7999999999999997E-3","1.9E-2",8,4,"4.24","V","20","17","5.0999999999999996","V","shiver","shake",0.142,0.071,0.0098,"4.24","5.1",4,17,0,0.270742,3462,97,46,40,3488,20,7,5
"shoe","lace","shoe.lace",4,30.39,3.19,8.56,6,3,2635,878.33,"NN|VB",636.82,-0.52,0.97,"fpa","",0.083,0,14,0.31,734.25,-0.03759782778995,0.9375,713.84375,0.15288118272798,0.9375,18.375,-0.0963061589684796,-0.0625,-52.21875,-0.0174913403926389,0,4,3.71,2.28,8.1,12,8,5115,1705,"NN|VB",644.39,-0.45,0.97,12,"lace","shoe",0.254550803699043,0.0846599335545168,0,"NULL","NULL","NULL","NULL","NULL","lace","shoe",0.660996,"shoe","lace",0.083,"0","0","2.0000000000000001E-4",14,14,"5.96","N","24","7","5.33","N","shoe","lace",0.083,0,0,"5.96","5.33",14,7,13.3756,0.23725,2211,66,15,5,3490,83,47,35
"shoot","shot","shoot.shot",5,164.94,3.92,10.07,4,1,4320,1080,"VB|NN",593.67,-0.68,1,"unclassified","",0.017,0,12,0.61,635.545454545455,-0.21383958015692,1,695.78125,-0.0578263662916698,1,-32.7642045454545,0.0549770046770291,0,-0.03125,-0.0239236299009394,0,4,227.43,4.06,10.65,11,1,3394,1131.33,"NN|VB",554.48,-0.84,0.97,17,"shoot","shot",0.8221707856412,0.776917630209891,0.764036179937899,"0.721297482","2.740837","0.579148","0.017","0","shot","shoot",0.269664,"shoot","shot",0.017,"0","1.78E-2","0.17460000000000001",12,27,"4.3499999999999996","V","13","112","4.57","V","shoot","shot",0.017,0,0.0178,"4.35","4.57",27,112,2.740837,0.579148,3501,5,8,5,3493,17,10,5
"shop","keeper","shop.keeper",4,53.55,3.44,10.24,9,4,3240,1080,"NN|VB",610.5,-0.72,1,"fpa","",0.01,0,14,0.17,707.454545454546,0.265851101516409,1,696.645161290323,0.248802940347388,0.935483870967742,-8.7357954545455,-0.190541904309618,-0.09375,54.7923387096774,0.101087114605345,-0.0292338709677419,6,4.08,2.32,8.99,2,0,10267,2053.4,"NN",582.48,-0.48,1,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"keeper","shop",0.72178,"shop","keeper",0.01,"0","0","0",14,63,"5","N","25","3","4.8499999999999996","N","shop","keeper",0.01,0,0,"5","4.85",63,3,16.09373,0.132916,2171,17,23,7,3494,21,13,6
"shore","line","shore.line",5,19.86,3.01,8.72,13,4,9785,2446.25,"NN|VB",613.24,-0.61,1,"fpa","",0.027,0,9,0.12,640.375,-0.0436423408616552,1,635.935483870968,-0.122335962937364,0.935483870967742,15.9375,-0.13655552452538,-0.0625,123.345766129032,0.632496467664272,0.00201612903225812,4,206.18,4.02,12.39,17,1,11918,3972.67,"NN|VB",656.9,-0.58,0.94,68,NA,NA,0,0,0,NA,NA,NA,NA,NA,"line","shore",0.757292,"shore","line",0.027,"0","5.0000000000000001E-4","0",9,61,"6.69","N","18","298","4.6500000000000004","N","shore","line",0.027,0,5e-04,"6.69","4.65",61,298,10.556207,0.097003,2303,21,15,7,3496,40,14,9
"shorts","legs","shorts.legs",6,9.41,2.68,8.62,5,1,7252,1450.4,"NN|VB",652.71,-0.57,0.97,"unclassified","",0.048,0,16,0.31,615.58064516129,-0.417818804619943,0.967741935483871,578.34375,-0.352901858700796,1,60.7096774193548,0.271779364974071,0,77.90625,0.195019140266786,0,4,55.59,3.45,10.18,8,1,4123,1374.33,"NN|VB",597.59,-0.76,1,37,NA,NA,0,0,0,NA,NA,NA,NA,NA,"legs","shorts",0.668191,"shorts","legs",0.048,"0","1.7500000000000002E-2","8.0000000000000004E-4",16,29,"6.18","N","13","58","6.04","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2268,82,13,5,3500,114,25,14
"shovel","sand","shovel.sand",6,6.84,2.54,6.92,1,1,6665,1333,"NN|VB",669.52,-0.36,0.94,"script","",0.021,0,13,0.19,560.96875,-0.305765908677852,0.90625,648.516129032258,-0.131790606654407,0.967741935483871,44.1602822580645,0.168103281924931,0.09375,70.296370967742,0.227073984870528,-0.030241935483871,4,20.29,3.02,9.22,11,5,5981,1993.67,"NN|VB",575.97,-0.72,0.97,35,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sand","shovel",0.667941,"shovel","sand",0.021,"0","4.0099999999999997E-2","7.0000000000000001E-3",13,5,"5.68","N","8","28","6.25","N","shovel","sand",0.021,0,0.0401,"5.68","6.25",5,28,19.719199,0.162626,3354,4,13,7,3506,118,56,48
"shrimp","lobster","shrimp.lobster",6,8.71,2.65,7.6,1,0,6183,1236.6,"NN",705.21,-0.35,1,"category","",0.084,0.038,15,0.48,623.677419354839,-0.112665014979125,1,607.21875,-0.290657377226047,0.96875,56.2600806451613,0.339802954744549,-0.0625,40.4586693548387,0.270070965602108,-0.001008064516129,7,7.33,2.57,6.74,1,0,16174,2695.67,"NN",596.06,-0.72,0.97,5,"lobster","shrimp",0.589506297385847,0.523911583947309,0.671288446676667,"0.523911584","3.423673","0.430478","0.038","0.084","lobster","shrimp",0.509116,"shrimp","lobster",0.084,"3.7999999999999999E-2","2.24E-2","3.6600000000000001E-2",15,2,"6.25","N","23","1","5.84","N","shrimp","lobster",0.084,0.038,0.0224,"6.25","5.84",2,1,3.423673,0.430478,2324,168,20,19,3509,91,14,14
"shrink","grow","shrink.grow",6,11.31,2.76,8.32,3,0,11600,2320,"VB|NN",619,-0.58,0.97,"antonym","",0.068,0.05,15,0.13,619.90625,-0.216401408225972,0.96875,648,-0.0851303600061964,0.875,44.3125,0.0163779631227958,0.03125,-60.78125,-0.397786460719901,0.09375,4,59.49,3.48,10.12,5,0,3577,1192.33,"VB|NN",586.79,-0.73,1,25,NA,NA,0,0,0,NA,NA,NA,NA,NA,"grow","shrink",0.706229,"shrink","grow",0.068,"0.05","0","5.3E-3",15,5,"3.65","V","24","63","4.05","V","shrink","grow",0.068,0.05,0,"3.65","4.05",5,63,5.195264,0.120374,1808,12,12,5,3511,13,10,5
"sibling","brother","sibling.brother",7,0.96,1.7,6.67,0,NA,16834,2805.67,"NN",670.24,-0.31,1,"supraordinate","",0.289,0.016,12,0.26,571.8,-0.197386733286272,1,608.3125,-0.40990260586551,1,90.48125,0.23188039621264,-0.03125,111.65625,0.256794809180182,-0.03125,7,283.94,4.16,10.07,1,0,12857,2142.83,"NN",614.06,-0.61,1,22,"brother","sibling",0.297770891925632,0.310303114749581,0.446370590810018,"NULL","9.071282","0.258596","0.016","0.289","brother","sibling",0.608163,"sibling","brother",0.289,"1.6E-2","0.1661","0.22700000000000001",12,1,"NULL","N","10","73","5.91","N","sibling","brother",0.289,0.016,0.1661,"NULL","5.91",1,73,9.071282,0.258596,511,31,14,7,3515,8,16,9
"sidewalk","walkway","sidewalk.walkway",8,5.47,2.45,7.31,0,NA,9288,1326.86,"NN",638.24,-0.53,1,"synonym","",0.071,0.315,16,0.32,633.393939393939,-0.298559893996676,0.96969696969697,699.34375,0.136174747439722,0.96875,0.918560606060623,0.178346894662746,-0.0321969696969697,48.65625,0.119827586754898,0.03125,7,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,5,"sidewalk","walkway",0.66235056792562,0.48267254035973,0.785905248031327,"NULL","1.340105","0.260115","0.071","0.315","walkway","sidewalk",0.625651,"sidewalk","walkway",0.071,"0.315","4.0000000000000002E-4","8.6E-3",16,26,"5.93","N","17","1","NULL","N","sidewalk","walkway",0.071,0.315,4e-04,"5.93","NULL",26,1,1.340105,0.260115,4277,5,11,5,3519,7,18,8
"sight","vision","sight.vision",5,45.31,3.36,9.57,8,7,3327,831.75,"NN|VB",556.44,-0.72,1,"synonym","",0.064,0.234,8,0.56,662.935483870968,-0.208909446996017,1,691.4375,-0.294266417578789,0.9375,-72.0645161290322,-0.0286991630033537,-0.032258064516129,-48.3407258064516,-0.140043857873854,0.030241935483871,6,23.88,3.09,9.92,0,NA,12348,2469.6,"NN",598.74,-0.54,1,26,"sight","vision",0.776326263445259,0.764250074312153,0.318826889898216,"0.783809323","0","0.498075","0.064","0.234","vision","sight",0.60591,"sight","vision",0.064,"0.23400000000000001","1.6500000000000001E-2","0.11650000000000001",8,86,"3.84","N","12","56","4.2699999999999996","N","sight","vision",0.064,0.234,0.0165,"3.84","4.27",86,56,0,0.498075,4254,13,12,5,3521,31,18,8
"sign","language","sign.language",4,133.27,3.83,10.58,1,0,2760,920,"NN|VB",624.48,-0.71,1,"fpa","",0.051,0,15,0.28,666.515151515152,-0.303358552243918,0.96969696969697,781.75,0.258333395078596,0.96875,22.613880742913,0.0971037480624831,0.0303030303030303,-130.05303030303,-0.337779433257092,0.000946969696969724,8,35.1,3.25,11.49,0,NA,12230,1747.14,"NN",671.41,-0.35,1,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"language","sign",0.796274,"sign","language",0.051,"0","0","0",15,94,"5.16","N","13","109","4","N","sign","language",0.051,0,0,"5.16","4",94,109,4.489963,0.250827,2222,38,14,6,3522,1,12,5
"silent","still","silent.still",6,23,3.07,9.13,0,NA,13380,2676,"JJ",658.21,-0.52,1,"associated property","",0.014,0.094,9,0.56,614.25,-0.243549263470717,0.96875,734.21875,-0.0944919416053352,1,-16.78125,0.0365309229927637,-0.03125,-1.86391129032256,-0.0432650166215927,-0.0645161290322581,5,788.73,4.6,12.8,6,0,11391,2847.75,"RB|JJ|NN|VB",641.49,-0.49,1,15,NA,NA,0,0,0,NA,NA,NA,NA,NA,"still","silent",0.662534,"silent","still",0.014,"9.4E-2","0","3.5900000000000001E-2",9,49,"NULL","AJ","16","782","3.46","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3763,18,17,5,3523,39,9,5
"silly","crazy","silly.crazy",5,57.1,3.46,9.98,8,0,6291,1572.75,"JJ|NN",664.94,-0.56,1,"unclassified","",0.027,0.014,16,0.45,619.59375,-0.251677353103356,1,607.064516129032,-0.39899484445441,0.935483870967742,36.5625,0.0324880177978605,0,79.3354838709677,0.249180748774398,0.0311827956989248,5,272.27,4.14,9.77,1,0,4037,1009.25,"JJ",546.71,-0.82,1,40,NA,NA,0,0,0,NA,NA,NA,NA,NA,"crazy","silly",0.475968,"silly","crazy",0.027,"1.4E-2","0","8.0000000000000004E-4",16,15,"2.57","AJ","16","34","2.2000000000000002","AJ","silly","crazy",0.027,0.014,0,"2.57","2.2",15,34,17.538321,0.384322,985,13,11,5,3525,2,9,5
"sip","straw","sip.straw",3,5.1,2.42,6.81,18,14,2224,1112,"NN|VB",722.44,-0.2,1,"functional property","",0.061,0.029,16,0.17,712.151515151515,0.162661906013445,1,682.875,-0.00252022095294586,0.96875,-51.2482893450635,-0.133755401396642,-0.032258064516129,101.25,0.153617551389962,-0.03125,5,6.24,2.5,8.26,3,0,8589,2147.25,"NN",662.62,-0.46,1,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"straw","sip",0.780936,"sip","straw",0.061,"2.9000000000000001E-2","2.7000000000000001E-3","6.4399999999999999E-2",16,2,"NULL","V","16","18","5.91","N","sip","straw",0.061,0.029,0.0027,"NULL","5.91",2,18,23.398381,0.10472,3793,58,19,7,3534,55,13,7
"siren","emergency","siren.emergency",5,6.55,2.52,6.57,1,0,10865,2716.25,"NN|JJ",737.06,-0.14,0.97,"script","",0.061,0,17,0.26,699.363636363636,0.103297507796531,0.96969696969697,686.84375,0.142007456131152,0.96875,3.66761363636363,0.162222340107395,-0.0321969696969697,51.28125,0.20908259523978,0.03125,9,54.43,3.44,9.5,1,0,15821,1977.63,"NN",693.97,-0.27,0.97,8,"emergency","siren",0.182807505742527,0.153161723885129,0,"NULL","NULL","NULL","NULL","NULL","emergency","siren",0.581245,"siren","emergency",0.061,"0","1.5800000000000002E-2","1.44E-2",17,1,"5.16","N","23","29","3.25","N","siren","emergency",0.061,0,0.0158,"5.16","3.25",1,29,16.002304,0.214676,1340,12,11,8,3535,85,21,14
"ski","jump","ski.jump",3,8.1,2.62,9.42,1,1,637,318.5,"NN|VB",589.74,-0.66,0.94,"fpa","",0.027,0,13,0.25,642,-0.217662592047056,1,588.322580645161,-0.322985571790663,0.935483870967742,21.125,-0.0281927924389079,-0.03125,166.583669354839,0.59501520064563,0.0332661290322581,4,69.82,3.55,10.2,6,0,1688,562.67,"NN|VB",626.32,-0.76,0.97,34,NA,NA,0,0,0,NA,NA,NA,NA,NA,"jump","ski",0.715155,"ski","jump",0.027,"0","0","0",13,5,"5.77","N","12","24","4.4400000000000004","V","ski","jump",0.027,0,0,"5.77","4.44",5,24,14.668133,0.190953,2159,107,20,13,3542,20,14,5
"skill","saw","skill.saw",5,7.92,2.61,9.82,5,1,3701,925.25,"NN|JJ",609.6,-0.53,1,"fpa","",0.034,0,21,0.07,682.838709677419,-0.180053027210194,0.967741935483871,597.484848484849,-0.386769124946193,1,-37.2023460410558,0.0416502988406116,-0.0283479960899315,-30.4525904203324,-0.113513312658667,-0.0645161290322581,3,402.49,4.31,11.37,15,2,962,481,"VB|NN",616.81,-0.53,0.94,17,NA,NA,0,0,0,NA,NA,NA,NA,NA,"saw","skill",0.941608,"skill","saw",0.034,"0","0","2.9999999999999997E-4",21,42,"3.24","N","13","352","4.57","N","skill","saw",0.034,0,0,"3.24","4.57",42,352,17.429498,0.037367,3371,108,47,46,3544,8,12,5
"sky","heaven","sky.heaven",3,44.8,3.36,9.89,7,1,319,159.5,"NN",523.03,-0.83,0.97,"unclassified","",0.022,0.021,12,0.23,660.032258064516,-0.320644434962909,1,668.90625,-0.0931993824179575,0.96875,-38.5010080645161,-0.0245377560670954,0,131.005514705882,0.300173809982641,0.00183823529411764,6,56.61,3.46,9.7,3,0,9664,1932.8,"NN",613.09,-0.64,1,25,NA,NA,0,0,0,NA,NA,NA,NA,NA,"heaven","sky",0.568967,"sky","heaven",0.022,"2.1000000000000001E-2","0","1.14E-2",12,58,"5.32","N","9","43","2.75","N","sky","heaven",0.022,0.021,0,"5.32","2.75",58,43,18.095617,0.205448,1901,5,6,5,3553,6,18,5
"slave","owner","slave.owner",5,18.43,2.97,9.48,6,0,4733,1183.25,"NN|VB",608.25,-0.6,0.94,"fpa","",0.021,0,18,0.31,710.65625,-0.221549769275915,0.96875,650.40625,-0.170300323854418,1,11.25,0.109749076084224,0,67.9761029411765,0.213782936248167,0,5,23.24,3.07,10.21,1,0,9288,2322,"NN",624.58,-0.61,0.97,10,"owner","slave",0.32065591722165,0.454233005734716,0,"0.27537643","NULL","NULL","NULL","NULL","owner","slave",0.717932,"slave","owner",0.021,"0","5.9999999999999995E-4","1.5E-3",18,30,"6.38","N","23","33","5.9","N","slave","owner",0.021,0,6e-04,"6.38","5.9",30,33,12.61559,0.280244,2775,37,17,6,3560,39,20,7
"sleeve","short","sleeve.short",6,5.61,2.46,8.35,0,NA,7097,1419.4,"NN",624.32,-0.57,0.91,"bpa","",0.036,0,10,0.17,603.90625,-0.208828081650852,0.96875,575.741935483871,-0.212536473509245,0.967741935483871,45.28125,-0.0745925008386364,0.03125,125.101814516129,0.0054829320940317,-0.030241935483871,5,85.63,3.64,11.47,7,0,6246,1561.5,"JJ|NN|RB|VB",587.03,-0.79,1,35,NA,NA,0,0,0,NA,NA,NA,NA,NA,"short","sleeve",0.793801,"sleeve","short",0.036,"0","9.7000000000000003E-3","4.0000000000000001E-3",10,11,"5.61","N","9","212","4.57","AJ","sleeve","short",0.036,0,0.0097,"5.61","4.57",11,212,13.597302,0.103252,3497,7,6,5,3565,54,10,6
"slender","skinny","slender.skinny",7,0.75,1.59,7.5,2,1,18187,3031.17,"JJ",612.43,-0.58,0.9,"synonym","",0.112,0,17,0.33,621.575757575758,-0.226912266357609,0.96969696969697,688.548387096774,-0.197970902233792,1,70.060606060606,0.304351696496989,0.0303030303030303,22.0453629032259,0.146417465960837,-0.0625,6,13.98,2.85,8.12,0,NA,8069,1613.8,"JJ",623.94,-0.65,1,21,"skinny","slender",0.352758131478367,0.386307440642457,0,"NULL","NULL","NULL","NULL","NULL","skinny","slender",0.595046,"slender","skinny",0.112,"0","9.7100000000000006E-2","0.13769999999999999",17,19,"3.35","AJ","10","9","3.67","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3548,39,13,6,3567,31,5,5
