where,cue,feature,translated,frequency_feature,
top,gallop,run,run,11,
top,gallop,running,run,5,
top,gallop,runs,run,4,
top,gallop,trot,trot,5,
top,gamble,bet,bet,21,
top,gamble,betting,bet,3,
top,gamble,chance,chance,23,
top,gamble,chances,chance,2,
top,gamble,game,game,17,
top,gamble,games,game,9,
top,gamble,gaming,game,1,
top,gamble,money,money,27,
top,gamble,play,play,20,
top,gamble,player,play,1,
top,gamble,playing,play,5,
top,gamble,risk,risk,19,
top,gamble,risks,risk,4,
top,gamble,risky,risk,6,
top,gamble,take,take,12,
top,gamble,takes,take,1,
top,gamble,undertaking,take,3,
top,game,board,board,25,
top,game,boards,board,1,
top,game,compete,compete,1,
top,game,competition,compete,10,
top,game,competitive,compete,7,
top,game,competitors,compete,1,
top,game,fun,fun,44,
top,game,play,play,24,
top,game,playa,play,1,
top,game,played,play,19,
top,game,players,play,6,
top,game,playing,play,1,
top,game,sport,sport,5,
top,game,sports,sport,16,
top,gander,feathers,feather,9,
top,gander,geese,goose,5,
top,gander,goose,goose,22,
top,gander,goslings,goose,1,
top,gander,look,look,41,
top,gander,looking,look,2,
top,gander,male,male,16,
top,gander,take,take,11,
top,gander,taken,take,1,
top,gang,crime,crime,5,
top,gang,crimes,crime,2,
top,gang,criminal,crime,1,
top,gang,criminals,crime,4,
top,gang,group,group,29,
top,gang,grouping,group,1,
top,gang,often,often,4,
top,gang,people,person,18,
top,gang,together,together,6,
top,gangster,act,act,1,
top,gangster,actions,act,1,
top,gangster,activity,act,2,
top,gangster,acts,act,1,
top,gangster,crime,crime,6,
top,gangster,crimes,crime,1,
top,gangster,criminal,crime,8,
top,gangster,criminals,crime,1,
top,gangster,gang,gang,12,
top,gangster,gangsters,gang,1,
top,gangster,member,member,4,
top,gangster,members,member,2,
top,gangster,person,person,12,
top,gangster,type,type,5,
top,garbage,away,away,20,
top,garbage,bad,bad,15,
top,garbage,dump,dump,8,
top,garbage,dumpster,dump,3,
top,garbage,dumpsters,dump,5,
top,garbage,gross,gross,13,
top,garbage,landfill,landfill,6,
top,garbage,landfills,landfill,7,
top,garbage,long,long,1,
top,garbage,longer,long,11,
top,garbage,smell,smell,6,
top,garbage,smells,smell,16,
top,garbage,smelly,smell,12,
top,garbage,take,take,4,
top,garbage,taken,take,7,
top,garbage,takes,take,4,
top,garbage,throw,throw,9,
top,garbage,throwing,throw,1,
top,garbage,thrown,throw,16,
top,garbage,trash,trash,66,
top,garbage,unwanted,want,14,
top,garbage,up,up,12,
top,garbage,want,want,13,
top,garbage,wanted,want,3,
top,garbage,waste,waste,22,
top,garbage,wasted,waste,1,
top,garbage,wasteful,waste,1,
top,garbage,wastefulness,waste,1,
top,garden,flower,flower,6,
top,garden,flowers,flower,121,
top,garden,fruit,fruit,9,
top,garden,fruits,fruit,18,
top,garden,green,green,30,
top,garden,greenery,green,1,
top,garden,greens,green,2,
top,garden,plant,plant,4,
top,garden,planted,plant,3,
top,garden,planters,plant,1,
top,garden,planting,plant,6,
top,garden,plants,plant,48,
top,garden,vegetable,vegetable,3,
top,garden,vegetables,vegetable,61,
top,garlic,cook,cook,4,
top,garlic,cooking,cook,19,
top,garlic,food,food,22,
top,garlic,foods,food,3,
top,garlic,smell,smell,16,
top,garlic,smelling,smell,2,
top,garlic,smells,smell,7,
top,garlic,smelly,smell,6,
top,garlic,spice,spice,12,
top,garlic,spices,spice,2,
top,garlic,spicy,spice,1,
top,garlic,strong,strong,20,
top,garlic,strongly,strong,1,
top,garlic,taste,taste,8,
top,garlic,tastes,taste,4,
top,garlic,tasty,taste,3,
top,garlic,vampire,vampire,2,
top,garlic,vampires,vampire,11,
top,garlic,white,white,15,
top,gas,car,car,59,
top,gas,cars,car,35,
top,gas,expensive,expense,47,
top,gas,flames,flame,1,
top,gas,flammable,flame,17,
top,gas,fuel,fuel,41,
top,gas,fuels,fuel,6,
top,gas,liqud,liquid,1,
top,gas,liquid,liquid,20,
final,gas,liquid,liquid,21,fixing spelling error above
top,gas,money,money,20,
top,gas,oil,oil,30,
top,gas,run,run,16,
top,gas,running,run,2,
top,gas,runs,run,1,
top,gas,smell,smell,14,
top,gas,smells,smell,13,
top,gas,smelly,smell,9,
top,gas,station,station,13,
top,gas,stations,station,6,
top,gather,assemblage,assemble,2,
top,gather,assemble,assemble,6,
top,gather,assembly,assemble,2,
top,gather,collect,collect,23,
top,gather,collected,collect,1,
top,gather,collecting,collect,2,
top,gather,collection,collect,6,
top,gather,group,group,10,
top,gather,one,one,10,
top,gather,together,together,25,
top,gathering,collect,collect,2,
top,gathering,collecting,collect,4,
top,gathering,collection,collect,1,
top,gathering,getting,get,5,
top,gathering,group,group,10,
top,gathering,grouped,group,2,
top,gathering,grouping,group,1,
top,gathering,meeting,meet,7,
top,gathering,met,meet,1,
top,gathering,people,person,14,
top,gathering,together,together,17,
top,gathering,togetherness,together,1,
top,gathering,up,up,6,
top,gauge,device,device,4,
top,gauge,estimate,estimate,3,
top,gauge,estimation,estimate,1,
top,gauge,measure,measure,11,
top,gauge,measurement,measure,3,
top,gauge,measurements,measure,1,
top,gauge,measures,measure,3,
top,gauge,measuring,measure,1,
top,gauge,meter,meter,4,
top,gauge,millimeter,meter,1,
top,gauge,size,size,4,
top,gauge,sizes,size,1,
top,gavel,attention,attent,6,
top,gavel,court,court,5,
top,gavel,hammer,hammer,11,
top,gavel,judge,judge,16,
top,gavel,judges,judge,1,
top,gavel,judiciary,judge,1,
top,gavel,order,order,5,
top,gavel,rock,rock,1,
top,gavel,rocks,rock,4,
top,gavel,small,small,6,
top,gavel,wood,wood,5,
top,gavel,wooden,wood,4,
top,geek,computer,compute,4,
top,geek,computers,compute,9,
top,geek,glasses,glass,31,
top,geek,high,high,10,
top,geek,nerd,nerd,25,
top,geek,nerdness,nerd,1,
top,geek,nerdy,nerd,4,
top,geek,people,person,10,
top,geek,person,person,9,
top,geek,smart,smart,37,
top,geese,animal,animal,3,
top,geese,animals,animal,2,
top,geese,bird,bird,11,
top,geese,birds,bird,11,
top,geese,duck,duck,5,
top,geese,ducks,duck,2,
top,geese,feathered,feather,2,
top,geese,feathers,feather,3,
top,geese,flies,fly,4,
top,geese,flight,fly,2,
top,geese,fly,fly,6,
top,geese,flying,fly,1,
top,geese,goose,goose,9,
top,gene,biological,biology,1,
top,gene,biology,biology,4,
top,gene,chromosome,chromosome,3,
top,gene,chromosomes,chromosome,5,
top,gene,code,code,3,
top,gene,coded,code,1,
top,gene,codes,code,1,
top,gene,dna,dna,15,
top,gene,heredity,heredity,5,
top,gene,inherit,inherit,2,
top,gene,inherited,inherit,3,
top,gene,parent,parent,2,
top,gene,parents,parent,5,
top,gene,trait,trait,3,
top,gene,traits,trait,3,
top,general,army,army,13,
top,general,command,command,1,
top,general,commander,command,7,
top,general,commanding,command,1,
top,general,commands,command,1,
top,general,leader,lead,9,
top,general,military,military,15,
top,general,rank,rank,8,
top,general,ranked,rank,1,
top,general,ranking,rank,4,
top,general,ranks,rank,1,
top,generous,caring,care,4,
top,generous,charitable,charity,3,
top,generous,charity,charity,2,
top,generous,free,free,1,
top,generous,freely,free,3,
top,generous,give,give,6,
top,generous,given,give,1,
top,generous,gives,give,2,
top,generous,giving,give,20,
top,generous,kind,kind,10,
top,generous,kindness,kind,1,
top,gentle,care,care,2,
top,gentle,careful,care,6,
top,gentle,carefully,care,1,
top,gentle,caring,care,4,
top,gentle,kind,kind,11,
top,gentle,mild,mild,4,
top,gentle,soft,soft,16,
top,gentle,softhearted,soft,1,
top,gentle,softly,soft,1,
top,gentle,touch,touch,4,
top,gentle,touches,touch,1,
top,gentleman,class,class,1,
top,gentleman,classy,class,4,
top,gentleman,kind,kind,8,
top,gentleman,male,male,9,
top,gentleman,man,man,14,
top,gentleman,manly,man,1,
top,gentleman,manner,manner,1,
top,gentleman,mannered,manner,1,
top,gentleman,manners,manner,11,
top,gentleman,men,man,2,
top,gentleman,people,person,4,
top,gentleman,person,person,8,
top,gentleman,polite,polite,6,
top,gentleman,respect,respect,2,
top,gentleman,respectable,respect,1,
top,gentleman,respected,respect,1,
top,gentleman,respectful,respect,3,
top,gentleman,respects,respect,1,
top,gentleman,well,well,7,
top,genuine,authentic,authentic,12,
top,genuine,honest,honest,9,
top,genuine,honesty,honest,1,
top,genuine,real,real,37,
top,genuine,really,real,1,
top,genuine,sincere,sincere,9,
top,genuine,sincerely,sincere,1,
top,genuine,truthful,TRUE,2,
top,genuine,TRUE,TRUE,12,
top,geology,earth,earth,18,
top,geology,minerals,mineral,7,
top,geology,rocks,rock,23,
top,geology,science,science,9,
top,geology,study,study,22,
top,geology,studying,study,1,
top,geometry,angle,angle,4,
top,geometry,angles,angle,16,
top,geometry,high,high,9,
top,geometry,higher,high,1,
top,geometry,math,mathematics,38,
top,geometry,mathematical,mathematics,3,
top,geometry,mathematicians,mathematics,1,
top,geometry,mathematics,mathematics,4,
top,geometry,rectangles,angle,3,
top,geometry,school,school,12,
top,geometry,shape,shape,3,
top,geometry,shapes,shape,41,
top,geometry,triangle,angle,2,
top,geometry,triangles,angle,7,
top,george,dragon,dragon,10,
top,george,king,king,7,
top,george,kings,king,3,
top,george,name,name,48,
top,george,named,name,1,
top,george,people,person,1,
top,george,person,person,9,
top,george,saint,saint,12,
top,george,surname,name,2,
top,ghetto,black,black,14,
top,ghetto,hood,hood,12,
top,ghetto,people,person,10,
top,ghetto,person,person,1,
top,ghetto,poor,poor,20,
top,ghetto,slum,slum,2,
top,ghetto,slums,slum,6,
top,ghost,apparition,appear,6,
top,ghost,appear,appear,5,
top,ghost,appearing,appear,1,
top,ghost,dead,dead,27,
top,ghost,death,dead,3,
top,ghost,haunt,haunt,7,
top,ghost,haunted,haunt,2,
top,ghost,haunting,haunt,7,
top,ghost,haunts,haunt,1,
top,ghost,people,person,1,
top,ghost,person,person,22,
top,ghost,persons,person,5,
top,ghost,spirit,spirit,34,
top,ghost,spiritism,spirit,1,
top,ghost,spiritual,spirit,5,
top,ghoul,creature,creature,6,
top,ghoul,dead,dead,2,
top,ghoul,ghost,ghost,16,
top,ghoul,ghostly,ghost,2,
top,ghoul,grave,grave,1,
top,ghoul,graves,grave,4,
top,ghoul,monster,monster,13,
top,ghoul,people,person,2,
top,ghoul,person,person,4,
top,ghoul,scares,scare,1,
top,ghoul,scary,scare,8,
top,ghoul,spirit,spirit,7,
top,ghoul,undead,dead,3,
top,gift,birthday,birthday,20,
top,gift,birthdays,birthday,16,
top,gift,christmas,christ,29,
top,gift,give,give,12,
top,gift,given,give,29,
top,gift,giver,give,2,
top,gift,gives,give,2,
top,gift,giving,give,2,
top,gift,people,person,1,
top,gift,person,person,12,
top,gift,personality,person,1,
top,gift,present,present,31,
top,gift,presented,present,2,
top,gift,presents,present,1,
top,gift,receive,receive,6,
top,gift,received,receive,6,
top,gift,receiver,receive,1,
top,gift,receives,receive,1,
top,gift,unwrapped,wrap,1,
top,gift,wrapped,wrap,16,
top,gift,wrapping,wrap,7,
top,giggle,chuckle,chuckle,5,
top,giggle,girls,girl,3,
top,giggle,girly,girl,2,
top,giggle,high,high,5,
top,giggle,laugh,laugh,22,
top,giggle,laughing,laugh,2,
top,giggle,laughter,laugh,5,
top,giggle,pitched,pitch,5,
top,giggle,snicker,snicker,4,
top,giggle,snickering,snicker,1,
top,gin,alcohol,alcohol,48,
top,gin,alcoholic,alcohol,3,
top,gin,alcoholics,alcohol,1,
top,gin,drank,drink,1,
top,gin,drink,drink,12,
top,gin,drinks,drink,3,
top,gin,drunk,drunk,11,
top,gin,drunkenness,drunk,1,
top,gin,juice,juice,8,
top,gin,tonic,tonic,11,
top,girl,boy,boy,15,
top,girl,boys,boy,4,
top,girl,female,female,39,
top,girl,females,female,2,
top,girl,feminine,female,8,
top,girl,hair,hair,25,
top,girl,long,long,13,
top,girl,woman,woman,12,
top,girl,women,woman,4,
top,girlfriend,boyfriend,boyfriend,10,
top,girlfriend,date,date,2,
top,girlfriend,dater,date,1,
top,girlfriend,dates,date,2,
top,girlfriend,dating,date,6,
top,girlfriend,female,female,15,
top,girlfriend,friend,friend,23,
top,girlfriend,friends,friend,5,
top,girlfriend,friendship,friend,2,
top,girlfriend,girl,girl,23,
top,girlfriend,girls,girl,5,
top,girlfriend,love,love,13,
top,girlfriend,lover,love,2,
top,girlfriend,loves,love,1,
top,girlfriend,loving,love,2,
top,girlfriend,partner,partner,8,
top,girlfriend,partners,partner,2,
top,girlfriend,person,person,10,
top,girlfriend,personal,person,2,
top,girlfriend,personality,person,1,
top,girlfriend,relationship,relate,18,
top,girlfriend,relationships,relate,2,
top,girlfriend,time,time,11,
top,girls,dress,dress,1,
top,girls,dressed,dress,1,
top,girls,dresses,dress,9,
top,girls,female,female,6,
top,girls,females,female,7,
top,girls,feminine,female,8,
top,girls,hair,hair,19,
top,girls,haired,hair,2,
top,girls,long,long,16,
top,girls,longer,long,1,
top,girls,pretty,pretty,18,
top,giving,generosity,generous,2,
top,giving,generous,generous,4,
top,giving,hand,hand,3,
top,giving,handed,hand,1,
top,giving,handing,hand,1,
top,giving,people,person,1,
top,giving,person,person,4,
top,giving,personality,person,1,
top,giving,present,present,7,
top,giving,presenting,present,2,
top,giving,presents,present,2,
top,giving,without,with,5,
top,glad,excited,excite,10,
top,glad,exciting,excite,1,
top,glad,happiness,happy,2,
top,glad,happy,happy,56,
top,glad,joy,joy,3,
top,glad,joyful,joy,9,
top,glad,overjoyed,joy,1,
top,glad,pleased,please,9,
top,glad,pleasing,please,1,
top,glad,smile,smile,5,
top,glad,smiles,smile,2,
top,glad,smiling,smile,4,
top,glance,brief,brief,1,
top,glance,briefly,brief,5,
top,glance,eye,eye,2,
top,glance,eyeball,eye,1,
top,glance,eyes,eye,3,
top,glance,look,look,33,
top,glance,looking,look,2,
top,glance,peek,peek,6,
top,glance,quick,quick,7,
top,glance,quickly,quick,14,
top,glance,take,take,4,
top,glance,taken,take,1,
top,glands,body,body,21,
top,glands,cell,cell,1,
top,glands,cells,cell,4,
top,glands,hormonal,hormone,1,
top,glands,hormones,hormone,5,
top,glands,organ,organ,5,
top,glands,organs,organ,5,
top,glands,part,part,8,
top,glands,parts,part,6,
top,glands,produce,produce,3,
top,glands,produces,produce,1,
top,glands,reproduction,produce,1,
top,glands,secrete,secrete,2,
top,glands,secreted,secrete,2,
top,glands,secretes,secrete,3,
top,glands,secreting,secrete,1,
top,glands,secretions,secrete,1,
top,glands,substances,substance,5,
top,glare,anger,anger,1,
top,glare,angrily,anger,1,
top,glare,angry,anger,3,
top,glare,bright,bright,5,
top,glare,light,light,7,
top,glare,look,look,15,
top,glare,reflect,reflect,2,
top,glare,reflection,reflect,7,
top,glare,reflective,reflect,1,
top,glare,shine,shine,1,
top,glare,shines,shine,1,
top,glare,shining,shine,1,
top,glare,shiny,shine,2,
top,glare,shone,shine,1,
top,glare,stare,stare,11,
top,glare,sun,sun,5,
top,glare,sunlight,sun,2,
top,glass,break,break,3,
top,glass,breakable,break,19,
top,glass,breaking,break,1,
top,glass,breaks,break,2,
top,glass,broken,break,10,
top,glass,clear,clear,21,
top,glass,color,color,1,
top,glass,colored,color,5,
top,glass,colorless,color,1,
top,glass,colors,color,5,
top,glass,cup,cup,5,
top,glass,cups,cup,8,
top,glass,drink,drink,9,
top,glass,drinking,drink,1,
top,glass,drinks,drink,1,
top,glass,see,see,12,
top,glass,sharp,sharp,17,
top,glass,sharps,sharp,1,
top,glass,through,through,13,
top,glass,window,window,8,
top,glass,windows,window,19,
top,glasses,eye,eye,4,
top,glasses,eyes,eye,16,
top,glasses,glass,glass,10,
top,glasses,help,help,11,
top,glasses,helpers,help,1,
top,glasses,helpful,help,2,
top,glasses,helps,help,3,
top,glasses,see,see,27,
top,glasses,seeing,see,3,
top,glasses,vision,vision,16,
top,glide,air,air,5,
top,glide,ease,ease,3,
top,glide,easily,ease,2,
top,glide,fly,fly,5,
top,glide,move,move,10,
top,glide,movement,move,4,
top,glide,slide,slide,8,
top,glide,smooth,smooth,11,
top,glide,smoothly,smooth,3,
top,globe,ball,ball,6,
top,globe,earth,earth,17,
top,globe,map,map,7,
top,globe,object,object,5,
top,globe,planet,planet,4,
top,globe,planets,planet,1,
top,globe,round,round,16,
top,globe,rounded,round,1,
top,globe,sphere,sphere,4,
top,globe,spherical,sphere,5,
top,globe,spheroid,sphere,2,
top,globe,world,world,8,
top,glory,achieved,achieve,3,
top,glory,achievement,achieve,5,
top,glory,achievements,achieve,2,
top,glory,achieving,achieve,1,
top,glory,feel,feel,1,
top,glory,feeling,feel,10,
top,glory,feels,feel,1,
top,glory,honor,honor,13,
top,glory,honorable,honor,1,
top,glory,honored,honor,1,
top,glory,praise,praise,14,
top,glory,win,win,3,
top,glory,winner,win,1,
top,glory,winning,win,8,
top,gloves,clean,clean,9,
top,gloves,cleaner,clean,1,
top,gloves,cleaning,clean,5,
top,gloves,cold,cold,15,
top,gloves,finger,finger,2,
top,gloves,fingers,finger,12,
top,gloves,hand,hand,7,
top,gloves,hands,hand,45,
top,gloves,protect,protect,10,
top,gloves,protection,protect,18,
top,gloves,protective,protect,4,
top,gloves,protectors,protect,1,
top,gloves,protects,protect,3,
top,gloves,warm,warm,25,
top,gloves,warmth,warm,10,
top,gloves,winter,winter,13,
top,glue,adhesive,adhere,20,
top,glue,art,art,6,
top,glue,artistic,art,1,
top,glue,arts,art,9,
top,glue,craft,craft,1,
top,glue,crafts,craft,16,
top,glue,crafty,craft,1,
top,glue,elmer,elmer,15,
top,glue,elmers,elmers,20,
top,glue,hold,hold,9,
top,glue,holding,hold,1,
top,glue,holds,hold,26,
top,glue,messy,mess,11,
top,glue,paper,paper,22,
